label	title	content
1	Caja de Ahorros del Mediterráneo	 Caja de Ahorros del Mediterráneo (CAM; Mediterranean Savings Bank) was a Spanish savings bank in Alicante Valencia. The savings bank failed with the burst of the property bubble on Spain's Mediterranean coast. In the first nine months of 2011 it had lost €1.7bn and the bad loans ratio has reached 20.8 per cent. In December 2011 it was sold to Banco Sabadell for one euro.
1	Transurban	 Transurban manages and develops urban toll road networks in Australia and North America. It is a Top 50 company on the Australian Securities Exchange (ASX) and has been in business since 1996.In Australia Transurban has a stake in five of Sydney's nine motorways and in Melbourne it is the full owner of CityLink which connects three of the city's major freeways. In the USA Transurban has ownership interests in the 495 Express Lanes on a section of the Capital Beltway around Washington DC.
1	Air Siam	 Air Siam was an airline based in Thailand which operated from 1965 until 1976.
1	YugoRosGaz	 YugoRosGaz a.d. is a Gazprom subsidiary in Serbia. Yugorosgaz is owned by Gazprom (50%) Srbijagas (25%) and Central ME Energy & Gas AG (25%) a member of the Centrex Group. Srbijagas has an option to purchase up to 49% of the company.In 2008 investigations by MPs from the League of Social Democrats of Vojvodina (LSV) and the Liberal Democratic Party (LDP) revealed that the state-operated Srbijagas natural gas utility had made damaging contracts with Gazprom.
1	Nolo.com	 Nolo formerly known as Nolo Press is a publisher in Berkeley California that produces do-it-yourself legal books and software that reduce the need for people to hire lawyers for simple legal matters such as making wills or writing business partnership contracts.
1	Sam Ash	 Sam Ash Music Corp. was founded in 1924 and is the largest family owned chain of musical instrument stores in the United States. Sam Ash sells musical instruments recording equipment DJ and lighting equipment and professional sound equipment.The Company record shows annual revenue is $1b to $5b & estimated employee size 100 - 499.
1	Greycaps India	 Greycaps India Private Limited is an on-stage quizzing and knowledge service provider company based in Bangalore India. It was founded by Giri Balasubramanium in 1999 and is currently the second largest of its kind in the country. It has organized shows in Sri Lanka Oman Bangladesh Singapore Malaysia United Kingdom and the United States.
1	Government Aircraft Factories	 Government Aircraft Factories (GAF) was the name of an aircraft manufacturer owned by the Government of Australia based at Fishermans Bend a suburb of Melbourne in Victoria. It had its origins in the lead-up to World War II during which it was known as the Department of Aircraft Production (DAP). In 1987 GAF was reorganised and renamed as Aerospace Technologies of Australia (ASTA) then privatised. ASTA subsequently formed the nucleus of Boeing Australia.
1	Agami Systems	 Agámi Systems Inc. was a network storage company headquartered in Sunnyvale California.
1	American Society of Plant Taxonomists	 The American Society of Plant Taxonomists (ASPT) is a botanical organization formed in 1935 to foster encourage and promote education and research in the field of plant taxonomy to include those areas and fields of study that contribute to and bear upon taxonomy and herbaria according to its bylaws.[1] It is incorporated in the state of Wyoming and its office is at the University of Wyoming Department of Botany.The ASPT publishes a quarterly botanical journal Systematic Botany and the irregular series Systematic Botany Monographs.
1	Charter Arms	 Charter Arms Co. is an American manufacturer of revolvers. The original Charter Arms produced revolvers chambered in calibers .22 Long Rifle .22 Winchester Magnum .32 Long .32 H&R Magnum .327 Federal Magnum .357 Magnum .38 Special and .44 Special. The most famous revolvers manufactured by Charter Arms are the .44 Special Bulldog and .38 Special Bulldog Pug.
1	Central Union of Agricultural Cooperatives	 The Central Union of Agricultural Co-operatives (全国農業協同組合中央会 Zenkoku Nōgyō-kyōdō-kumiai Chuōkai) in short JA-Zenchu (JA全中) is an independent administrative Japanese body within the Japan Agriculture (JA) Group which determines policy and administrates the group. Its legal status was originally a Recognised Corporate Body under the control of the Ministry of Agriculture Forestry and Fisheries (MAFF) but since 2002 has become a Special Civilian Corporate Body.
1	United Site Services	 United Site Services is a rental and service company providing portable sanitation temporary fence and other services in the United States. It is headquartered in Westborough Massachusetts. The company’s customer base includes the construction industry private and commercial events businesses and local state and federal governments.
1	Horizon Services	 Horizon Services Inc. (HSI) is a nonprofit social service organization providing alcohol and drug treatment and recovery mental health recovery and substance abuse prevention services in Alameda San Mateo and Santa Clara counties in the San Francisco Bay Area of California. The executive director is Keith Lewis who has held the position since 1986. Their programs utilize the Alcoholics Anonymous and Narcotics Anonymous models along with other methods of treatment.
1	Isofoton	 ISOFOTON is a global company present in over 60 countries. ISOFOTON is involved in designing manufacturing and supplying Solar Energy products. Its activities are centered in three technology categories: Photovoltaic Thermal and High Concentration Photovoltaic.
1	Parikrama (company)	 Parikrama Inc. is an event management company based in New Delhi India. It was founded by Delhi based band Parikrama (band) and is headed by it.
1	China Dalian International Economic and Technical Cooperation Group	 China Dalian International Economic & Technical Cooperation Group (abbreviated as CDIG) is a Chinese enterprise involved in construction and engineering real estate development shipping import and export trading fishing aquaculture and aquatic products processing.The construction division is heavily focused on international markets earning $529.1 million in revenue in 2012 of which $469.8 million came from overseas projects. It operates in markets from Syria to Suriname.
1	Haima Automobile	 FAW Haima Automobile Co. Ltd. trading as Haima is an automotive manufacturing company based in Hainan China and a subsidiary of FAW Group. Its principal activity is the design development production and sale of passenger cars and minivans sold under the Haima marque.Haima was founded in 1992 as a joint venture between the Hainan provincial government and Mazda to produce Mazda models for sale in China.
1	Schoology	 Schoology.com is a social network for K-12 schools and higher education institutions focused on collaboration that allows users to create manage and share academic content. Also known as a learning management system (LMS) or course management system (CMS) the cloud-based platform provides tools needed to manage an online classroom.Visually and functionally similar to Facebook the service includes attendance records online gradebook tests and quizzes and homework dropboxes.
1	Perpetual Entertainment	 Perpetual Entertainment founded in March 2002 was an American developer publisher and operator of networked multiplayer games and MMORPGs. Their headquarters was located in San Francisco California USA. From October 2007 to February 2008 (following a transfer of assets) the company was known as P2 Entertainment. The company was best known for its development of two MMOs: Star Trek Online and Gods & Heroes: Rome Rising.
1	Pass Transit	 PASS Transit is a transit agency in Riverside County California providing bus service to the communities of Banning Beaumont Cabazon and Cherry Valley in the San Gorgonio Pass area.
1	Kwik Trip	 Kwik Trip/Kwik Star is a chain of convenience stores founded in 1965 with locations throughout Wisconsin and Minnesota under the name Kwik Trip and in northeast Iowa under the name Kwik Star (to avoid confusion with QuikTrip). The company also operates stores under the name Hearty Platter and Tobacco Outlet Plus. Kwik Trip Inc.
1	BodyMedia	 BodyMedia is a medical and consumer technology company headquartered in Pittsburgh Pennsylvania. Incorporated in 1999 BodyMedia develops wearable body monitoring systems. In April 2013 BodyMedia was acquired by Jawbone for over US$100000000.
1	Town & Country Surf Designs	 Town & Country Surf Designs (also known as T&C) is a world recognised manufacturer of surfboards. T&C's origins began in 1971 with a single store founded by Craig Sugihara in Pearl City Hawaii. The company soon expanded into a full line of surfwear and surfing accessories and now has retail shops throughout the world in countries such as Japan Australia and Peru.In the 1980s T&C became famous for their shirt designs featuring Da' Boys surfing cartoon characters designed by Steve Nazar.
1	Ben NL	 Ben NL or Ben is a Dutch virtual mobile network operated by T-Mobile NL. It offers voice text and data service at highly discounted rates.
1	Blackmagic Design	 Blackmagic Design Pty Ltd is an Australian company which manufactures electronic equipment for broadcast and video production.Founded by CEO Grant Petty the company manufactures equipment used for video acquisition editing and conversion and has offices in Europe Asia and the United States. In 2009 it acquired Da Vinci Systems a company which had won Emmy Awards for its film colouring and restoration equipment. In 2010 Blackmagic Design acquired Echolab a manufacturer of vision mixers.
1	Agricultural Research Organization Volcani Center	 The Agricultural Research Organization Volcani Center (Hebrew: מנהל המחקר החקלאי - מרכז וולקני‎) previously known as Agricultural Research Station of the Jewish Agency for Palestine is an Israeli agricultural research center. It is a research arm of the Ministry of Agriculture and Rural Development of the State of Israel and provides educational and research opportunities for Israeli youth as well as local and international scientists at all post-graduate levels.
1	Tauron Wytwarzanie	 Tauron Wytwarzanie S.A. (former name: Południowy Koncern Energetyczny S.A.) is a power generation company based in Jaworzno Poland. It is the Poland's second largest power producer having a 14% stake of the domestic installed electrical power capacity (4.9 GWe) and a 16% stake of the local heat generation market (2.4 GWt).The company is a part of the Tauron Group one of Poland's biggest business entities.
1	Extendicare	 Extendicare Real Estate Investment Trust (TSX: EXE.un) is a Toronto Ontario based company that operates 440 long-term care facilities across North America. The company became a REIT and began trading on the TSX on November 10 2006 under the symbol EXE.UN.[1]ParaMed Home Health Care is a division of Extendicare (Canada) Inc. ParaMed was founded more than 30 years ago. It is currently the largest home care provider in Ontario[citation needed]. ParaMed also operates in Alberta.
1	G-Collections	 G-Collections is an English translator publisher and distributor of Japanese bishōjo games.
1	LeeTran	 LeeTran is the transit bus service operated by the Lee County Transit Department providing service to Bonita Springs Cape Coral Fort Myers Fort Myers Beach and much of the unincorporated area of Lee County Florida. Buses operate Monday through Saturday between 5:00 a.m. and 9:45 p.m. depending on the route.
1	Univel	 Univel was a joint venture of Novell and AT&T's Unix System Laboratories (USL) that was formed in 1991 to develop and market the Destiny desktop Unix operating systemwhich was released in 1992 as UnixWare 1.0. Univel existed only briefly in the period between AT&T initially divesting parts of USL in 1991and its eventual outright purchase by Novell which completed in 1993.
1	MileStone Inc.	 MileStone Inc. (株式会社マイルストーン) was a Japanese arcade videogame developer made up mostly of arcade developers who left Compile to form their own company. They were best known for shoot 'em up games developed for the Dreamcast (after the console's official discontinuation) and its arcade counterpart the Sega NAOMI.Some years into the company's lifetime its president Hiroshi Kimura started a bio energy company called MS Bio Energy which was constructing a bio-ethanol plant in Vietnam.
1	Andrade Gutierrez	 Andrade Gutierrez is a Brazilian private multinational conglomerate headquartered in Belo Horizonte. The company was founded in 1948 in Belo Horizonte Minas Gerias by the Andrade and Gutierrez families.
1	Era Records	 Era Records was an independent American record label located in Hollywood California. It was founded by Herb Newman and Lou Bedell in 1955 as a pop country and western and jazz label. Era had a #1 hit in 1956 with Gogi Grant's The Wayward Wind written by Newman. In 1959 Bedell sold his interest in the label to Newman. Artists who experienced hits on Era include Ketty Lester (Love Letters) Larry Verne (Mr.
1	Diebold	 Diebold Inc. (/ˈdiːboʊld/ DEE-bold) is a United States-based financial self-service security and services corporation that is engaged primarily in the sale manufacture installation and service of self-service transaction systems (such as ATMs) electronic and physical security products (including vaults and currency processing systems) and software and integrated systems for global financial and commercial markets. Diebold is the largest U.S.
1	UM Airlines	 UM Airlines (also known as Ukrainian - Mediterranean Airlines or UM Air) is an airline based in Kiev Ukraine. It operates domestic services and services to the CIS countries and the Middle East.
1	General Insurance Corporation of India	 GIC of India (GIC Re) is the sole reinsurance company in the Indian insurance market with over four decades of experience. GIC Re has its registered office and headquarters in Mumbai.
1	KooGa	 KooGa is a rugby union clothing company which established in 1997 in the city of Manchester England.
1	New Media Strategies	 New Media Strategies (NMS) is a social media agency headquartered in Arlington Virginia. The company was founded in 1999 by Pete Snyder and as of 2011 has 120 employees. NMS is known as one of the first companies to strictly focus on social media as a form of marketing communications and is the largest social media agency in the world according to The Washington Post. It is a subsidiary of Meredith Corporation a Fortune 500 media company which acquired NMS in 2007.
1	Dwango (company)	 Dwango Co. Ltd (株式会社ドワンゴ) (TYO: 3715) is a telecommunications and media company based in Japan headed by Nobuo Kawakami. Its subsidiaries include Niwango which runs the popular Japanese video sharing site Nico Nico Douga. The company was spun off from a U.S.-based service offering online multiplayer for video games DWANGO which was shut down in 1998. Majority shareholders include Kawakami himself Kadokawa Group Holdings and Avex Group.
1	Ararat Cement	 Ararat Cement Factory CJSC is one of two companies in Armenia which produce cement. It is owned by Gagik Tsarukian's Multi Group Concern. Founded in 1927 during the Soviet era near the present-day town of Ararat and continued as a state owned company until 2002 when it was privatized and sold to Multi Group Concern. Massive investments and moderniztion process were run after the privatisation allowing modern technologies to be installed at the factory.
1	Hooters	 Hooters Inc. is the trade name of two privately held American restaurant chains: Hooters of America Incorporated based in Atlanta Georgia and Hooters Incorporated based in Clearwater Florida.
1	Bates Communications	 Bates Communications is headquartered in Wellesley Massachusetts and specializes in leadership development. The company was founded by Suzanne Bates in 2000.
1	Bluesway Records	 Bluesway Records was a subsidiary label of ABC-Paramount Records begun by Bob Thiele in 1966. Artists such as John Lee Hooker Jimmy Reed Jimmy Rushing Otis Spann and T-Bone Walker were among those who signed for the label. Bluesway released B. B. King's 1969 Live and Well and Completely Well albums the latter containing his hit The Thrill is Gone. The label also released the James Gang's first album 1969's Yer' Album.
1	Flame Tree Publishing	 Flame Tree Publishing is an independent publisher of illustrated books calendars and other stationery items based in Fulham London United Kingdom. Flame Tree creates content in the form of paper printed encyclopedias guides and practical books and publishes them in different book gift stationery and digital markets. It has a number of license arrangements with museums galleries and other licensors including Tate V&A and The Royal Academy of Arts.
1	Biesterfeld (company)	 The Biesterfeld AG is the strategic holding of the Biesterfeld group of companies a distributor for plastics and chemicals with subsidiaries in more than 30 countries worldwide. The headquarters of the family-owned company is in Hamburg Germany.
1	First Women Bank	 First Women Bank Limited (FWBL) is located in Karachi Sindh Pakistan. First Women Bank Ltd.
1	Wizz Air Ukraine	 Wizz Air Ukraine Airlines LLC (Ukrainian: Товариство з обмеженою відповідальністю „Авіалінії Візз Ейр Україна”) is the Ukrainian division of Wizz Air and commenced domestic operations in Ukraine on 11 July 2008.
1	Crytek	 Crytek is a multinational video game company founded in 1999 by Turk brothers Cevat Avni Yerli and Faruk Yerli (German nationals of Turkish descent).
1	19 Recordings	 19 Recordings Inc. (registered in the United Kingdom as 19 Recordings Ltd.) is a New York-based record label owned by 19 Entertainment. Founded in London by British entrepreneur Simon Fuller in 1999 as the music division of 19 Entertainment 19 Recordings is one of the top record imprints as compiled by Billboard in 2012. Today 19 Recordings has the exclusive rights to sign contestants of the television series Idols.
1	Kingsport Area Transit System	 The Kingsport Area Transit System calling itself KATS is the primary provider of mass transportation in Kingsport Tennessee. The agency was established in 1995 and currently has five routes. Service operates on weekdays only and all buses originate from a city center terminal.
1	CHESF	 CHESF (Companhia Hidro-Elétrica do São Francisco; São Francisco's Hydroelectric Company) generates and transmits electric power from hydroelectric plants to all of the cities in northeast of Brazil.The main source of energy is the São Francisco River.
1	Ruby Tuesday (restaurant)	 Ruby Tuesday Inc. (NYSE: RT) is an American multinational foodservice retailer that owns operates and franchises Ruby Tuesday restaurants. The concept was started in 1972 by Samuel E. (Sandy) Beall III.The corporation was formed in 1996 as a reincorporation of Morrison Restaurants Inc.
1	Roaring 40s	 Roaring 40s is an electricity generator formed in partnership between Hydro Tasmania and China Light & Power (CLP). Since the beginning in 2005 Roaring 40s’ has 13 sites in operation or in planning in Australia India Hong Kong and mainland China. Cathedral Rocks Woolnorth Waterloo Wind Farm and Musselroe are four notable power plants that the company owns. Roaring40s will be splitting in June 2011 with all projects being divided amongst the two original JV partners CLP and Hydro Tasmania.
1	Nizhnekamskneftekhim	 NizhnekamskNeftekhim Inc (Russian: Нижнекамскнефтехим) also known as NKNH is a large petrochemical company headquartered in the city of Nizhnekamsk in the Tatarstan Republic in Russia east of Moscow.
1	UsedSoft	 usedSoft is a used software commerce company headquartered in Zug Switzerland that instituted the B2B market for used computer programs.
1	Adder Technology	 Adder Technology is a manufacturer of information technology hardware based in Cambridge England UK. It is the largest producer of keyboard video mouse (KVM) controllers in Europe.
1	Wind River Systems	 Wind River Systems Inc. is a company providing embedded systems development tools for embedded systems middleware and other types of software. The company was founded in Berkeley California in 1981 by Jerry Fiddler and David Wilner. On June 4 2009 Wind River announced that Intel had bought the company for a reported $884 million. Wind River continues to exist as a wholly owned subsidiary of Intel.
1	Vitrox Technologies	 ViTrox Technologies is a Penang Malaysia based company that specializes in designing and developing automated vision inspection system and equipment testers for the semiconductor and electronic packaging industries as well as electronic communications equipment. The name Vitrox reflects the core business of the company which is machine vision and electronics.
1	Kystekspressen	 Partsrederiet Kystekspressen ANS branded as Kystekspressen or the Coast Express is a shipping company that operates passenger ferry services between Trondheim and Kristiansund Norway. Three ships are used on the route that includes the branch lines Trondheim–Sula and Sistranda–Halten. It had 343510 passengers in 2005.
1	Gazpromavia	 Gazpromavia (Gazpromavia Aviation) is an airline based in Moscow Russia. It operates passenger and cargo charters mainly in support of the oil and gas industry. It also operates regular domestic flights from Moscow and international charter passenger and cargo services.
1	AzeriCard	 AzeriCard is an Azerbaijani bank card processing company. The International Bank of Azerbaijan owns 100 percent of AzeriCard.
1	Anyway Records	 Anyway Records is an independent record label based in Columbus Ohio which specializes in a Columbus brand of indie rock. It was established in 1991 by Bela Koe-Krompecher called an indie stalwart by Entertainment Weekly.During the 1990s the label was considered the most well-known and prolific label in Columbus.
1	Frog's Leap Winery	 Frog's Leap Winery is a California wine producer that operates from Rutherford. It was founded in 1981 on a spot along Mills Creek known as Frog Farm. Frog's Leap Winery was established by John Williams and Larry Turley.In addition to their accolades for their wines Frog's Leap is also noted for its humorous approach to winemaking down to their Ribbit corks.
1	Durham School Services	 Durham School Services is a school bus operator providing tendered pupil transportation throughout the United States currently operating in 29 states primarily along the West Coast in the southern United States the Midwest and parts of the Northeast. Founded in 1917 and currently a subsidiary of National Express Group it is the second largest school bus contractor in the United States behind First Student.
1	O.F. Mossberg & Sons	 O.F. Mossberg & Sons (commonly known as Mossberg) is an American firearms manufacturer specializing in shotguns rifles scopes and firearm accessories. From the 1940s through the 1960s it also produced a HI line of .22 caliber target and sporting rifles.Oscar Frederick Mossberg a native of Sweden came to the United States in 1886. He worked in the bicycle plant of Iver Johnson a native of Norway who became famous for his revolver. Together with his two sons Iver and Harold O.F.
1	Maxing	 MAXING (マキシング Makishingu) is a Japanese adult video (AV) studio and production company located in the Shibuya ward of Tokyo.
1	Xansa	 Xansa plc trading as Xansa was a British outsourcing and technology company and was quoted on the London Stock Exchange until 17 October 2007 when the purchase of Xansa by Steria was completed and the company was delisted. Its headquarters were in Reading Berkshire England and it had a major presence in India. In the 2007 financial year the company had a turnover of UK£379.7 million.
1	MOBIUS	 MOBIUS is a consortium of libraries in Missouri United States.
1	Megaforce Records	 Megaforce Records is an American independent record label which was founded in 1982 by Jon and Marsha Zazula to publish the first works of Metallica. It has offices in New York and Philadelphia. The label is distributed in the United States by Sony Music Entertainment/RED Distribution.
1	Afghan IPTV	 Afghan IPTV is a television service launched on 22 July 2009. The company is based in Hürth Germany. The service provides Afghan television channels delivered by IPTV signals which is distributed via the internet. It can be received using a broadband connection of at least 2MB speed. It does not work with a dial-up connection.The service has many Afghan channels including Ariana TV and Shamshad TV.
1	Inbursa	 Inbursa is a financial company through its subsidiaries provides banking and related services in Mexico. The company operates business lines in investment funds general insurance automobile insurance mortgates health insurance retirement funds and commercial banking.
1	Quintana Roo (company)	 Quintana Roo was the first company to create a triathlon-specific wetsuit over 25 years ago and then a tri-specific bike two years later. QR remains the only company in the world wholly committed to triathlon by focusing solely on creating the best-fitting and most aerodynamic functional triathlon bikes in existence. The company was founded in 1987 by Dan Empfield of Ironman fame and is currently owned by the American Bicycle Group LLC.
1	Mason Aircraft Company	 Mason Aircraft Company was an American aircraft manufacturer of the late 1920s and 1930s.Mason Aircraft Company was founded by Monty G. Mason of Los Angeles California. Mason modified a 1928 custom aircraft built by students of the California Polytechnic State University into an aerial broadcasting booth for NBC with the call sign KHRCX. The aircraft was also equipped with fuel tanks for a 1934 non-stop aerial refueling record attempt.
1	TAR Aerolineas	 TAR Aerolineas is an airline in Mexico. Their inaugural flight occurred on March 3 2014 between Querétaro-Guadalajara. The company currently operates a fleet of 8 Embraer ERJ 145's to 10 destinations throughout Mexico. Its headquarters and main operational base is in Querétaro.
1	Loewe AG	 Loewe AG (pronounced [ˈløːvə]) is the parent company of the German Loewe group. The Loewe group develops manufactures and sells a wide variety of electronic electrical and mechanical products and systems and specialises in the field of consumer and communication technology. The company was founded in Berlin in 1923 by brothers Siegmund and David L. Loewe.
1	Cruz Records	 Cruz Records was an off-shoot record label of SST Records owned by the Black Flag guitarist Greg Ginn. The label was founded in 1987. Its roster consisted mainly of pop punk and grunge bands along with Ginn's solo records. The label has been inactive since the mid-1990s although the pieces of its back catalog that are still in print are still available through SST Records.
1	Sisu Axles	 Sisu Axles Inc. (Finnish: Sisu Akselit Oy) is a producer of heavy vehicle axles in Hämeenlinna Finland.The company's main markets are in heavy truck terminal tractor and military vehicle axles; the driven axles are exclusively with planetary reduction. Sisu Axles was started when Suomen Autoteollisuus later Sisu Auto started own axle production in Helsinki in 1940s. The production was later transferred to Hämeenlinna and sold to investors. The current owner is American Marmon Group.
1	KGHM Polska Miedź	 KGHM Polska Miedź (KGHM Kombinat Górniczo-Hutniczy Miedzi Polish Copper) (WSE: KGH) is one of the largest producers of copper and silver in the world. The mining & metallurgy company is based in Poland in Lubin. KGHM Polska Miedź S.A. owns shares in 33 entities operating in various production and service-related areas.
1	Vision Street Wear	 Vision Street Wear [1] is an American footwear company which was founded in 1986 by Brad Dorfman and which is now licensed by Collective Licensing International. According to the United States Patent and Trademark Office USPTO.GOV the word mark Vision Street Wear was first used in Commerce on April 18 1986.
1	Smolenskaerotrans	 Smolenskaerotrans is a charter airline based in Smolensk Russia which specialises in aerial work but also carries cargo
1	DAF Trucks	 DAF Trucks NV is a Dutch truck manufacturing company and a division of PACCAR (Pacific Car and Foundry Company). Its headquarters and main plant are in Eindhoven. Cabs and axle assemblies are produced at its Westerlo plant in Belgium. Some of the truck models sold with the DAF brand are designed and built by Leyland Trucks at their Farington plant in Preston England.
1	Saudi Advanced Industries Company	 Saudi Advanced Industries Company is an industrial investment vehicle of the U.S. Peace Shield defense offset program. The company was formed in 1987 and invests in technology companies in Saudi Arabia. It also holds interests in AlSalam Aircraft Company and the Aircraft Accessories & Components Company both in Saudi Arabia.
1	Raybert Productions	 Raybert Productions was a 1960s production company founded by Bob Rafelson and Bert Schneider. Its principal works were the wildly successful situation comedy The Monkees (and the pop rock group of the same name) and the 1969 movie Easy Rider (co-produced with Peter Fonda's Pando Company). Raybert was also the predecessor to BBS Productions a New Hollywood production company founded by Rafelson Schneider and Schneider’s childhood friend Stephen Blauner.
1	Unigine Corp	 Unigine Corp is an international software development company with offices in Tomsk Russia and San Francisco USA. It is well known for developing the Unigine Engine proprietary cross-platform middleware. The company also has a game development team.
1	Serious Organised Crime Agency	 The Serious Organised Crime Agency (SOCA) was a non-departmental public body of the Government of the United Kingdom which existed from 1 April 2006 until 7 October 2013. SOCA was a national law enforcement agency with Home Office sponsorship established as a body corporate under Section 1 of the Serious Organised Crime and Police Act 2005.
